;;;;;;;;;;;;;;;;;;;;;;;Chambre 3;;Chambre 2;;Chambre 1;
START DATE;2023-10-25 12:00;;;;;;;;;;;;;;;;;;;;;;;;;;;
END DATE;2023-10-25 14:00;;;;;;;;;;;;;;;;;;;;;;;;;;;
INTERVAL;10s;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;DATE;BU12;Text;T1;T2;L3;T3;T4;T5;L2;T6;T7;T8;L1;T9;T10;T11;BU11;T12;T13;V3 (in 3);V6 (out 3);V2 (in 2);V5 (out 2);V1 (in L1);V4 (out 1)
;;;;m3/h;;C;C;C;C;C;C;C;C;C;C;C;C;C;C;m3/h;C;C;1/0;1/0;1/0;1/0;1/0;1/0
;;;25-oct-23 13:29:20; 21,60  ; 11,74  ; 430,68  ; 152,60  ; 189,00  ; 538,77  ; 649,00  ; 753,42  ; 175,00  ; 443,45  ; 499,13  ; 597,25  ; 165,00  ; 377,51  ; 518,00  ; 616,00  ; 26,60  ; 819,51  ; 216,82  ;1;0;0;0;0;1
;;;25-oct-23 13:29:30; 21,60  ; 11,74  ; 430,42  ; 152,69  ; 189,00  ; 539,47  ; 650,00  ; 753,66  ; 175,00  ; 442,58  ; 498,12  ; 596,54  ; 165,00  ; 377,73  ; 519,00  ; 616,00  ; 26,40  ; 819,74  ; 217,36  ;1;0;0;0;0;1
;;;25-oct-23 13:29:40; 21,60  ; 11,74  ; 430,07  ; 152,67  ; 190,00  ; 539,73  ; 650,00  ; 753,74  ; 174,00  ; 441,47  ; 497,39  ; 595,89  ; 165,00  ; 377,94  ; 520,00  ; 616,00  ; 23,40  ; 819,94  ; 217,67  ;1;0;0;0;0;1
;;;25-oct-23 13:29:50; 21,60  ; 11,74  ; 429,72  ; 152,65  ; 190,00  ; 539,74  ; 650,00  ; 753,56  ; 175,00  ; 440,46  ; 496,49  ; 595,43  ; 165,00  ; 378,47  ; 520,00  ; 617,00  ; 22,00  ; 820,24  ; 217,87  ;1;0;0;0;0;1
;;;25-oct-23 13:30:00; 21,60  ; 11,74  ; 429,27  ; 152,63  ; 190,00  ; 539,53  ; 649,00  ; 753,27  ; 175,00  ; 439,87  ; 495,87  ; 594,87  ; 165,00  ; 378,93  ; 521,00  ; 617,00  ; 19,52  ; 820,51  ; 217,86  ;1;0;0;0;0;1
;;;25-oct-23 13:30:10; 21,60  ; 11,74  ; 428,86  ; 152,63  ; 190,00  ; 539,17  ; 649,00  ; 752,76  ; 174,00  ; 439,16  ; 495,36  ; 594,34  ; 165,00  ; 379,62  ; 522,00  ; 617,00  ; 18,92  ; 820,62  ; 217,84  ;1;0;0;0;0;1
;;;25-oct-23 13:30:20; 21,60  ; 11,74  ; 428,52  ; 152,72  ; 190,00  ; 538,43  ; 647,00  ; 752,03  ; 174,00  ; 438,23  ; 494,82  ; 593,72  ; 165,00  ; 380,37  ; 524,00  ; 619,00  ; 15,40  ; 820,74  ; 217,55  ;1;0;0;0;0;1
;;;25-oct-23 13:30:30; 21,60  ; 11,74  ; 428,09  ; 152,71  ; 190,00  ; 537,59  ; 646,00  ; 751,14  ; 174,00  ; 437,75  ; 494,35  ; 593,42  ; 165,00  ; 381,31  ; 525,00  ; 619,00  ; 13,30  ; 820,72  ; 217,46  ;1;0;0;0;0;1
;;;25-oct-23 13:30:40; 21,75  ; 11,74  ; 427,97  ; 152,73  ; 190,00  ; 536,35  ; 644,00  ; 750,27  ; 174,00  ; 437,15  ; 493,87  ; 592,89  ; 165,00  ; 382,18  ; 526,00  ; 620,00  ; 12,98  ; 820,83  ; 217,14  ;1;0;0;0;0;1
;;;25-oct-23 13:30:50; 21,90  ; 11,74  ; 427,51  ; 152,90  ; 190,00  ; 535,12  ; 644,00  ; 749,32  ; 173,00  ; 436,61  ; 493,50  ; 592,41  ; 165,00  ; 383,39  ; 528,00  ; 621,00  ; 12,20  ; 820,61  ; 216,81  ;1;0;0;0;0;1
;;;25-oct-23 13:31:00; 22,05  ; 11,74  ; 427,32  ; 152,77  ; 190,00  ; 533,61  ; 642,00  ; 748,21  ; 173,00  ; 436,17  ; 493,04  ; 592,07  ; 165,00  ; 384,59  ; 529,00  ; 623,00  ; 12,00  ; 820,52  ; 216,38  ;1;0;0;0;0;0
;;;25-oct-23 13:31:10; 22,76  ; 11,74  ; 427,30  ; 152,79  ; 189,00  ; 531,80  ; 640,00  ; 747,04  ; 173,00  ; 435,63  ; 492,98  ; 591,87  ; 166,00  ; 385,66  ; 530,00  ; 624,00  ; 11,65  ; 820,39  ; 216,08  ;1;0;0;1;0;0
;;;25-oct-23 13:31:20; 22,67  ; 11,74  ; 427,90  ; 152,83  ; 189,00  ; 530,30  ; 639,00  ; 746,00  ; 173,00  ; 435,78  ; 493,40  ; 591,80  ; 166,00  ; 386,50  ; 531,00  ; 625,00  ; 11,90  ; 820,20  ; 215,60  ;0;0;0;1;1;0
;;;25-oct-23 13:31:30; 22,59  ; 11,74  ; 428,57  ; 152,77  ; 188,00  ; 529,08  ; 638,00  ; 744,98  ; 173,00  ; 436,07  ; 494,05  ; 592,27  ; 166,00  ; 387,07  ; 532,00  ; 626,00  ; 11,38  ; 819,73  ; 215,05  ;0;0;0;1;1;0
;;;25-oct-23 13:31:40; 22,50  ; 11,74  ; 429,14  ; 152,76  ; 188,00  ; 528,11  ; 637,00  ; 744,06  ; 173,00  ; 436,53  ; 495,13  ; 592,74  ; 166,00  ; 387,38  ; 532,00  ; 626,00  ; 11,20  ; 819,06  ; 214,76  ;0;0;0;1;1;0
;;;25-oct-23 13:31:50; 22,42  ; 11,74  ; 429,75  ; 152,89  ; 187,00  ; 527,25  ; 637,00  ; 743,45  ; 173,00  ; 437,35  ; 496,37  ; 593,12  ; 166,00  ; 387,61  ; 532,00  ; 626,00  ; 11,60  ; 818,08  ; 214,15  ;0;0;0;1;1;0
;;;25-oct-23 13:32:00; 22,34  ; 11,74  ; 430,38  ; 152,85  ; 187,00  ; 526,41  ; 636,00  ; 742,71  ; 173,00  ; 438,08  ; 497,58  ; 593,89  ; 166,00  ; 387,54  ; 532,00  ; 627,00  ; 11,88  ; 817,03  ; 213,74  ;0;0;0;1;1;0
;;;25-oct-23 13:32:10; 22,25  ; 11,74  ; 430,95  ; 152,89  ; 187,00  ; 525,79  ; 635,00  ; 742,05  ; 173,00  ; 439,32  ; 499,17  ; 594,55  ; 167,00  ; 387,34  ; 531,00  ; 627,00  ; 12,03  ; 815,72  ; 213,25  ;0;0;0;1;1;0
;;;25-oct-23 13:32:20; 21,60  ; 11,74  ; 431,68  ; 152,91  ; 186,00  ; 525,18  ; 635,00  ; 741,73  ; 173,00  ; 440,57  ; 500,95  ; 595,47  ; 167,00  ; 387,08  ; 530,00  ; 626,00  ; 12,60  ; 814,73  ; 212,79  ;0;0;0;1;1;0
;;;25-oct-23 13:32:30; 21,59  ; 11,74  ; 431,64  ; 153,10  ; 186,00  ; 524,61  ; 634,00  ; 741,21  ; 173,00  ; 442,07  ; 502,58  ; 596,49  ; 167,00  ; 386,61  ; 530,00  ; 626,00  ; 14,40  ; 813,61  ; 212,51  ;0;0;0;1;1;0
;;;25-oct-23 13:32:40; 21,58  ; 11,74  ; 431,38  ; 152,92  ; 185,00  ; 524,05  ; 634,00  ; 740,67  ; 173,00  ; 443,47  ; 504,23  ; 597,53  ; 167,00  ; 386,13  ; 529,00  ; 625,00  ; 17,63  ; 812,47  ; 212,13  ;0;0;0;1;1;0
;;;25-oct-23 13:32:50; 21,57  ; 11,74  ; 430,97  ; 152,87  ; 185,00  ; 523,54  ; 633,00  ; 740,37  ; 173,00  ; 445,02  ; 505,96  ; 598,63  ; 167,00  ; 385,44  ; 528,00  ; 625,00  ; 19,17  ; 811,44  ; 211,94  ;0;0;0;1;1;0
;;;25-oct-23 13:33:00; 21,57  ; 11,74  ; 430,60  ; 152,80  ; 185,00  ; 522,87  ; 633,00  ; 739,87  ; 173,00  ; 446,49  ; 507,89  ; 599,79  ; 167,00  ; 384,61  ; 527,00  ; 624,00  ; 20,61  ; 810,41  ; 211,75  ;0;0;0;0;1;0
;;;25-oct-23 13:33:10; 21,56  ; 11,74  ; 430,15  ; 152,93  ; 185,00  ; 523,05  ; 633,00  ; 740,05  ; 174,00  ; 448,11  ; 509,46  ; 600,96  ; 167,00  ; 383,79  ; 526,00  ; 623,00  ; 24,30  ; 809,39  ; 211,47  ;0;1;0;0;1;0
;;;25-oct-23 13:33:20; 21,55  ; 11,74  ; 429,59  ; 153,08  ; 184,00  ; 523,31  ; 634,00  ; 740,52  ; 174,00  ; 449,22  ; 510,42  ; 602,03  ; 166,00  ; 382,95  ; 524,00  ; 622,00  ; 24,40  ; 808,84  ; 211,34  ;0;1;1;0;0;0
;;;25-oct-23 13:33:30; 21,54  ; 11,74  ; 429,26  ; 153,16  ; 185,00  ; 523,76  ; 634,00  ; 741,08  ; 175,00  ; 449,78  ; 510,67  ; 602,84  ; 167,00  ; 382,26  ; 523,00  ; 621,00  ; 27,50  ; 808,88  ; 211,44  ;0;1;1;0;0;0
;;;25-oct-23 13:33:40; 21,53  ; 11,74  ; 428,95  ; 153,06  ; 185,00  ; 524,60  ; 635,00  ; 741,95  ; 175,00  ; 450,38  ; 510,47  ; 603,25  ; 166,00  ; 381,65  ; 523,00  ; 621,00  ; 27,00  ; 809,45  ; 211,41  ;0;1;1;0;0;0
;;;25-oct-23 13:33:50; 21,52  ; 11,74  ; 428,54  ; 153,03  ; 184,00  ; 525,44  ; 636,00  ; 742,94  ; 175,00  ; 450,31  ; 509,96  ; 603,38  ; 166,00  ; 380,84  ; 522,00  ; 620,00  ; 28,00  ; 810,62  ; 211,58  ;0;1;1;0;0;0
;;;25-oct-23 13:34:00; 21,51  ; 11,74  ; 428,11  ; 153,10  ; 185,00  ; 526,67  ; 638,00  ; 744,08  ; 175,00  ; 450,39  ; 509,32  ; 603,39  ; 166,00  ; 380,22  ; 521,00  ; 619,00  ; 28,10  ; 811,77  ; 211,89  ;0;1;1;0;0;0
;;;25-oct-23 13:34:10; 21,51  ; 11,74  ; 427,85  ; 153,05  ; 185,00  ; 527,96  ; 639,00  ; 745,16  ; 175,00  ; 450,05  ; 508,49  ; 603,12  ; 166,00  ; 379,85  ; 521,00  ; 618,00  ; 27,85  ; 813,00  ; 212,28  ;0;1;1;0;0;0
;;;25-oct-23 13:34:20; 21,55  ; 11,74  ; 427,41  ; 153,11  ; 185,00  ; 529,18  ; 640,00  ; 746,28  ; 175,00  ; 449,48  ; 507,44  ; 602,49  ; 166,00  ; 379,36  ; 520,00  ; 618,00  ; 28,00  ; 814,14  ; 212,62  ;0;1;1;0;0;0
;;;25-oct-23 13:34:30; 21,67  ; 11,74  ; 427,21  ; 153,10  ; 186,00  ; 531,05  ; 642,00  ; 747,55  ; 175,00  ; 448,91  ; 506,32  ; 602,01  ; 166,00  ; 378,91  ; 519,00  ; 617,00  ; 27,20  ; 815,26  ; 213,19  ;0;1;1;0;0;0
;;;25-oct-23 13:34:40; 21,80  ; 11,74  ; 427,07  ; 153,15  ; 186,00  ; 532,60  ; 644,00  ; 748,90  ; 175,00  ; 448,10  ; 504,90  ; 601,35  ; 166,00  ; 378,45  ; 519,00  ; 617,00  ; 26,50  ; 816,40  ; 213,85  ;0;1;1;0;0;0
;;;25-oct-23 13:34:50; 22,63  ; 11,74  ; 427,01  ; 153,06  ; 187,00  ; 534,28  ; 645,00  ; 750,28  ; 175,00  ; 447,16  ; 503,74  ; 600,54  ; 166,00  ; 377,95  ; 518,00  ; 616,00  ; 27,15  ; 817,56  ; 214,74  ;0;1;1;0;0;0
;;;25-oct-23 13:35:00; 22,68  ; 11,74  ; 427,39  ; 153,16  ; 188,00  ; 536,14  ; 647,00  ; 751,68  ; 175,00  ; 446,12  ; 502,23  ; 599,34  ; 165,00  ; 377,70  ; 518,00  ; 616,00  ; 26,70  ; 818,66  ; 215,68  ;0;0;1;0;0;0
;;;25-oct-23 13:35:10; 22,66  ; 11,74  ; 427,81  ; 153,15  ; 188,00  ; 537,56  ; 648,00  ; 752,95  ; 175,00  ; 444,84  ; 500,64  ; 598,29  ; 165,00  ; 377,35  ; 518,00  ; 616,00  ; 26,90  ; 819,25  ; 216,35  ;0;0;1;0;0;1
;;;25-oct-23 13:35:20; 22,64  ; 11,74  ; 428,52  ; 153,27  ; 189,00  ; 538,72  ; 649,00  ; 753,42  ; 175,00  ; 443,56  ; 499,24  ; 597,14  ; 165,00  ; 377,32  ; 518,00  ; 616,00  ; 26,85  ; 819,74  ; 216,96  ;1;0;0;0;0;1
;;;25-oct-23 13:35:30; 22,62  ; 11,74  ; 429,27  ; 153,14  ; 190,00  ; 539,28  ; 650,00  ; 753,66  ; 175,00  ; 442,15  ; 497,93  ; 596,52  ; 165,00  ; 377,54  ; 519,00  ; 616,00  ; 23,53  ; 820,06  ; 217,45  ;1;0;0;0;0;1
;;;25-oct-23 13:35:40; 22,60  ; 11,74  ; 429,95  ; 153,25  ; 190,00  ; 539,65  ; 650,00  ; 753,62  ; 175,00  ; 441,23  ; 497,20  ; 595,85  ; 165,00  ; 378,02  ; 520,00  ; 616,00  ; 22,10  ; 820,30  ; 217,74  ;1;0;0;0;0;1
;;;25-oct-23 13:35:50; 22,52  ; 11,74  ; 430,64  ; 153,28  ; 190,00  ; 539,66  ; 649,00  ; 753,42  ; 175,00  ; 440,38  ; 496,42  ; 595,26  ; 165,00  ; 378,32  ; 520,00  ; 617,00  ; 19,60  ; 820,71  ; 217,72  ;1;0;0;0;0;1
;;;25-oct-23 13:36:00; 21,40  ; 11,74  ; 431,29  ; 153,12  ; 191,00  ; 539,46  ; 649,00  ; 753,11  ; 174,00  ; 439,62  ; 495,91  ; 594,62  ; 165,00  ; 378,89  ; 521,00  ; 617,00  ; 18,60  ; 820,90  ; 217,85  ;1;0;0;0;0;1
;;;25-oct-23 13:36:10; 21,41  ; 11,74  ; 431,27  ; 153,21  ; 191,00  ; 538,98  ; 648,00  ; 752,74  ; 174,00  ; 438,98  ; 495,24  ; 594,24  ; 165,00  ; 379,56  ; 522,00  ; 618,00  ; 16,17  ; 820,97  ; 217,78  ;1;0;0;0;0;1
;;;25-oct-23 13:36:20; 21,42  ; 11,74  ; 431,03  ; 153,25  ; 191,00  ; 538,28  ; 647,00  ; 752,05  ; 174,00  ; 438,37  ; 494,69  ; 593,77  ; 165,00  ; 380,33  ; 523,00  ; 619,00  ; 13,70  ; 820,95  ; 217,63  ;1;0;0;0;0;1
;;;25-oct-23 13:36:30; 21,43  ; 11,74  ; 430,60  ; 153,28  ; 190,00  ; 537,30  ; 646,00  ; 751,30  ; 174,00  ; 437,60  ; 494,30  ; 593,25  ; 165,00  ; 381,30  ; 525,00  ; 620,00  ; 13,20  ; 821,00  ; 217,40  ;1;0;0;0;0;1
;;;25-oct-23 13:36:40; 21,43  ; 11,74  ; 430,26  ; 153,21  ; 190,00  ; 536,25  ; 644,00  ; 750,32  ; 174,00  ; 437,12  ; 493,92  ; 592,73  ; 166,00  ; 382,25  ; 526,00  ; 621,00  ; 12,70  ; 820,92  ; 217,11  ;1;0;0;0;0;1
;;;25-oct-23 13:36:50; 21,44  ; 11,74  ; 429,86  ; 153,25  ; 190,00  ; 534,87  ; 643,00  ; 749,37  ; 173,00  ; 436,46  ; 493,46  ; 592,36  ; 166,00  ; 383,38  ; 528,00  ; 622,00  ; 11,90  ; 820,83  ; 216,78  ;1;0;0;0;0;1
;;;25-oct-23 13:37:00; 21,45  ; 11,74  ; 429,54  ; 153,28  ; 189,00  ; 533,44  ; 642,00  ; 748,06  ; 173,00  ; 436,09  ; 492,94  ; 591,96  ; 166,00  ; 384,63  ; 529,00  ; 623,00  ; 11,70  ; 820,65  ; 216,46  ;1;0;0;1;0;0
;;;25-oct-23 13:37:10; 21,46  ; 11,74  ; 429,01  ; 153,29  ; 189,00  ; 531,75  ; 640,00  ; 746,91  ; 173,00  ; 435,66  ; 493,09  ; 591,80  ; 166,00  ; 385,58  ; 530,00  ; 624,00  ; 11,30  ; 820,41  ; 216,11  ;1;0;0;1;0;0
;;;25-oct-23 13:37:20; 21,46  ; 11,74  ; 428,65  ; 153,39  ; 189,00  ; 530,25  ; 639,00  ; 745,60  ; 173,00  ; 435,82  ; 493,45  ; 591,94  ; 166,00  ; 386,45  ; 531,00  ; 625,00  ; 11,70  ; 820,13  ; 215,67  ;0;0;0;1;1;0
;;;25-oct-23 13:37:30; 21,47  ; 11,74  ; 428,19  ; 153,48  ; 189,00  ; 529,07  ; 638,00  ; 744,68  ; 173,00  ; 436,06  ; 494,13  ; 592,22  ; 166,00  ; 387,13  ; 532,00  ; 626,00  ; 11,10  ; 819,68  ; 215,28  ;0;0;0;1;1;0
;;;25-oct-23 13:37:40; 21,48  ; 11,74  ; 427,91  ; 153,31  ; 188,00  ; 527,93  ; 637,00  ; 743,91  ; 173,00  ; 436,59  ; 495,34  ; 592,59  ; 167,00  ; 387,31  ; 532,00  ; 626,00  ; 10,60  ; 818,86  ; 214,81  ;0;0;0;1;1;0
;;;25-oct-23 13:37:50; 21,49  ; 11,74  ; 427,52  ; 153,37  ; 188,00  ; 527,17  ; 636,00  ; 743,27  ; 173,00  ; 437,56  ; 496,53  ; 593,26  ; 167,00  ; 387,53  ; 532,00  ; 627,00  ; 10,60  ; 817,91  ; 214,24  ;0;0;0;1;1;0
;;;25-oct-23 13:38:00; 21,49  ; 11,74  ; 426,96  ; 153,35  ; 187,00  ; 526,31  ; 636,00  ; 742,71  ; 173,00  ; 438,17  ; 497,66  ; 593,79  ; 167,00  ; 387,56  ; 531,00  ; 627,00  ; 11,74  ; 816,88  ; 213,83  ;0;0;0;1;1;0
;;;25-oct-23 13:38:10; 21,80  ; 11,74  ; 426,70  ; 153,30  ; 187,00  ; 525,69  ; 635,00  ; 742,19  ; 173,00  ; 439,44  ; 499,43  ; 594,63  ; 167,00  ; 387,26  ; 531,00  ; 627,00  ; 12,07  ; 815,76  ; 213,29  ;0;0;0;1;1;0
;;;25-oct-23 13:38:20; 22,65  ; 11,74  ; 426,82  ; 153,38  ; 186,00  ; 525,06  ; 635,00  ; 741,62  ; 173,00  ; 440,75  ; 500,91  ; 595,45  ; 167,00  ; 386,92  ; 530,00  ; 626,00  ; 13,30  ; 814,57  ; 212,92  ;0;0;0;1;1;0
;;;25-oct-23 13:38:30; 22,70  ; 11,74  ; 427,04  ; 153,43  ; 186,00  ; 524,46  ; 634,00  ; 740,98  ; 173,00  ; 441,93  ; 502,53  ; 596,59  ; 167,00  ; 386,56  ; 530,00  ; 626,00  ; 15,17  ; 813,51  ; 212,63  ;0;0;0;1;1;0
;;;25-oct-23 13:38:40; 22,67  ; 11,74  ; 427,76  ; 153,39  ; 186,00  ; 523,89  ; 634,00  ; 740,65  ; 173,00  ; 443,52  ; 504,24  ; 597,62  ; 167,00  ; 385,99  ; 529,00  ; 625,00  ; 17,56  ; 812,38  ; 212,24  ;0;0;0;1;1;0
;;;25-oct-23 13:38:50; 22,63  ; 11,74  ; 428,37  ; 153,42  ; 185,00  ; 523,42  ; 633,00  ; 740,32  ; 174,00  ; 445,05  ; 506,24  ; 598,67  ; 167,00  ; 385,22  ; 527,00  ; 625,00  ; 19,60  ; 811,25  ; 211,96  ;0;0;0;1;1;0
;;;25-oct-23 13:39:00; 22,60  ; 11,74  ; 429,01  ; 153,46  ; 185,00  ; 522,89  ; 633,00  ; 739,95  ; 174,00  ; 446,61  ; 507,96  ; 599,86  ; 167,00  ; 384,59  ; 527,00  ; 624,00  ; 21,20  ; 810,29  ; 211,72  ;0;1;0;0;1;0
;;;25-oct-23 13:39:10; 22,57  ; 11,74  ; 429,72  ; 153,52  ; 185,00  ; 522,88  ; 633,00  ; 739,96  ; 174,00  ; 448,06  ; 509,43  ; 601,03  ; 167,00  ; 383,65  ; 525,00  ; 623,00  ; 22,30  ; 809,28  ; 211,65  ;0;1;0;0;1;0
;;;25-oct-23 13:39:20; 22,54  ; 11,74  ; 430,39  ; 153,50  ; 185,00  ; 523,24  ; 633,00  ; 740,44  ; 175,00  ; 449,16  ; 510,47  ; 602,23  ; 167,00  ; 382,71  ; 524,00  ; 622,00  ; 25,10  ; 808,81  ; 211,59  ;0;1;1;0;0;0
;;;25-oct-23 13:39:30; 22,51  ; 11,74  ; 431,06  ; 153,44  ; 185,00  ; 523,96  ; 634,00  ; 741,02  ; 175,00  ; 449,88  ; 510,46  ; 602,76  ; 167,00  ; 382,08  ; 523,00  ; 621,00  ; 27,00  ; 808,88  ; 211,42  ;0;1;1;0;0;0
;;;25-oct-23 13:39:40; 21,40  ; 11,74  ; 431,54  ; 153,57  ; 185,00  ; 524,78  ; 635,00  ; 741,84  ; 175,00  ; 450,47  ; 510,32  ; 603,14  ; 167,00  ; 381,46  ; 522,00  ; 620,00  ; 27,32  ; 809,48  ; 211,55  ;0;1;1;0;0;0
;;;25-oct-23 13:39:50; 21,40  ; 11,74  ; 431,50  ; 153,50  ; 185,00  ; 525,71  ; 636,00  ; 743,00  ; 175,00  ; 450,44  ; 509,99  ; 603,37  ; 166,00  ; 380,90  ; 522,00  ; 620,00  ; 27,70  ; 810,51  ; 211,75  ;0;1;1;0;0;0
;;;25-oct-23 13:40:00; 21,40  ; 11,74  ; 431,06  ; 153,57  ; 185,00  ; 526,82  ; 637,00  ; 743,95  ; 175,00  ; 450,28  ; 509,23  ; 603,37  ; 166,00  ; 380,25  ; 521,00  ; 619,00  ; 27,94  ; 811,62  ; 212,07  ;0;1;1;0;0;0
;;;25-oct-23 13:40:10; 21,40  ; 11,74  ; 430,54  ; 153,54  ; 185,00  ; 528,07  ; 638,00  ; 745,12  ; 175,00  ; 449,97  ; 508,38  ; 602,94  ; 166,00  ; 379,74  ; 521,00  ; 619,00  ; 27,86  ; 812,98  ; 212,28  ;0;1;1;0;0;0
;;;25-oct-23 13:40:20; 21,40  ; 11,74  ; 430,00  ; 153,43  ; 185,00  ; 529,40  ; 641,00  ; 746,40  ; 175,00  ; 449,40  ; 507,10  ; 602,40  ; 166,00  ; 379,20  ; 519,00  ; 618,00  ; 27,30  ; 814,30  ; 212,80  ;0;1;1;0;0;0
;;;25-oct-23 13:40:30; 21,40  ; 11,74  ; 429,44  ; 153,59  ; 186,00  ; 530,97  ; 642,00  ; 747,75  ; 175,00  ; 448,68  ; 506,21  ; 601,81  ; 166,00  ; 378,78  ; 519,00  ; 618,00  ; 26,83  ; 815,36  ; 213,36  ;0;1;1;0;0;0
;;;25-oct-23 13:40:40; 21,40  ; 11,74  ; 428,87  ; 153,55  ; 186,00  ; 532,71  ; 643,00  ; 749,01  ; 175,00  ; 447,95  ; 504,99  ; 601,22  ; 166,00  ; 378,27  ; 519,00  ; 617,00  ; 26,70  ; 816,48  ; 214,13  ;0;1;1;0;0;0
;;;25-oct-23 13:40:50; 21,40  ; 11,74  ; 428,61  ; 153,52  ; 187,00  ; 534,56  ; 645,00  ; 750,37  ; 175,00  ; 447,02  ; 503,44  ; 600,42  ; 166,00  ; 377,81  ; 518,00  ; 616,00  ; 26,27  ; 817,67  ; 214,98  ;0;1;1;0;0;0
;;;25-oct-23 13:41:00; 21,40  ; 11,74  ; 428,02  ; 153,55  ; 187,00  ; 536,25  ; 647,00  ; 751,78  ; 175,00  ; 445,82  ; 502,08  ; 599,38  ; 165,00  ; 377,54  ; 518,00  ; 616,00  ; 26,95  ; 818,42  ; 215,76  ;0;0;1;0;0;1
;;;25-oct-23 13:41:10; 21,40  ; 11,74  ; 427,59  ; 153,62  ; 188,00  ; 537,66  ; 648,00  ; 752,66  ; 175,00  ; 444,61  ; 500,41  ; 598,14  ; 165,00  ; 377,33  ; 518,00  ; 616,00  ; 27,50  ; 819,26  ; 216,56  ;0;0;1;0;0;1
;;;25-oct-23 13:41:20; 21,40  ; 11,74  ; 427,11  ; 153,65  ; 189,00  ; 538,78  ; 650,00  ; 753,39  ; 175,00  ; 443,41  ; 498,92  ; 597,11  ; 165,00  ; 377,39  ; 518,00  ; 616,00  ; 25,43  ; 819,64  ; 217,19  ;1;0;0;0;0;1
;;;25-oct-23 13:41:30; 21,40  ; 11,74  ; 426,64  ; 153,68  ; 190,00  ; 539,43  ; 650,00  ; 753,54  ; 175,00  ; 442,38  ; 497,94  ; 596,44  ; 165,00  ; 377,56  ; 519,00  ; 616,00  ; 24,35  ; 819,86  ; 217,63  ;1;0;0;0;0;1
;;;25-oct-23 13:41:40; 21,40  ; 11,74  ; 426,17  ; 153,63  ; 190,00  ; 539,64  ; 650,00  ; 753,58  ; 175,00  ; 441,22  ; 497,07  ; 595,59  ; 165,00  ; 377,95  ; 520,00  ; 616,00  ; 23,65  ; 820,13  ; 217,81  ;1;0;0;0;0;1
;;;25-oct-23 13:41:50; 22,70  ; 11,74  ; 425,80  ; 153,60  ; 190,00  ; 539,65  ; 649,00  ; 753,40  ; 175,00  ; 440,41  ; 496,30  ; 595,20  ; 165,00  ; 378,40  ; 520,00  ; 617,00  ; 22,20  ; 820,20  ; 218,10  ;1;0;0;0;0;1
;;;25-oct-23 13:42:00; 22,68  ; 11,74  ; 426,06  ; 153,52  ; 191,00  ; 539,44  ; 649,00  ; 753,04  ; 175,00  ; 439,64  ; 495,77  ; 594,74  ; 165,00  ; 378,86  ; 521,00  ; 617,00  ; 18,90  ; 820,62  ; 218,03  ;1;0;0;0;0;1
;;;25-oct-23 13:42:10; 22,65  ; 11,74  ; 426,67  ; 153,73  ; 191,00  ; 539,06  ; 648,00  ; 752,56  ; 175,00  ; 438,93  ; 495,16  ; 594,16  ; 165,00  ; 379,67  ; 523,00  ; 618,00  ; 18,60  ; 820,66  ; 217,93  ;1;0;0;0;0;1
;;;25-oct-23 13:42:20; 22,63  ; 11,74  ; 427,41  ; 153,66  ; 191,00  ; 538,39  ; 647,00  ; 751,79  ; 174,00  ; 438,29  ; 494,69  ; 593,59  ; 165,00  ; 380,41  ; 524,00  ; 618,00  ; 14,88  ; 820,85  ; 217,79  ;1;0;0;0;0;1
;;;25-oct-23 13:42:30; 22,60  ; 11,74  ; 428,35  ; 153,69  ; 190,00  ; 537,15  ; 646,00  ; 751,03  ; 174,00  ; 437,55  ; 494,23  ; 593,13  ; 165,00  ; 381,25  ; 525,00  ; 620,00  ; 13,60  ; 820,83  ; 217,46  ;1;0;0;0;0;1
;;;25-oct-23 13:42:40; 22,55  ; 11,74  ; 429,25  ; 153,71  ; 190,00  ; 535,91  ; 644,00  ; 750,05  ; 174,00  ; 437,05  ; 493,85  ; 592,78  ; 165,00  ; 382,35  ; 526,00  ; 620,00  ; 12,94  ; 820,83  ; 217,22  ;1;0;0;0;0;1
;;;25-oct-23 13:42:50; 21,60  ; 11,74  ; 430,02  ; 153,77  ; 190,00  ; 534,56  ; 643,00  ; 749,16  ; 173,00  ; 436,38  ; 493,46  ; 592,36  ; 165,00  ; 383,45  ; 528,00  ; 621,00  ; 12,20  ; 820,72  ; 216,86  ;1;0;0;0;0;1
;;;25-oct-23 13:43:00; 21,59  ; 11,74  ; 430,22  ; 153,76  ; 189,00  ; 533,25  ; 641,00  ; 748,04  ; 173,00  ; 435,96  ; 492,92  ; 591,82  ; 166,00  ; 384,56  ; 529,00  ; 623,00  ; 11,80  ; 820,58  ; 216,51  ;1;0;0;1;0;0
;;;25-oct-23 13:43:10; 21,59  ; 11,74  ; 430,27  ; 153,74  ; 189,00  ; 531,57  ; 640,00  ; 746,69  ; 173,00  ; 435,71  ; 492,96  ; 591,71  ; 166,00  ; 385,61  ; 531,00  ; 624,00  ; 11,20  ; 820,28  ; 216,12  ;1;0;0;1;0;0
